Segment,Keywords
2751,"people, lot, say, good, different"
2752,"want, time, think, things, talk"
2753,"think, good, lot, want, things"
2754,"lot, going, english, things, think"
2755,"like, things, lot, want, think"
2756,"want, time, think, things, talk"
2757,"time, really, like, want, things"
2758,"time, don, like, want, things"
2759,"want, time, think, things, talk"
2760,"think, good, don, lot, time"
2761,"going, english, like, want, things"
2762,"say, people, like, want, things"
2763,"good, want, think, time, things"
2764,"think, really, people, say, going"
2765,"want, time, think, things, talk"
2766,"good, going, lot, just, people"
2767,"good, know, lot, don, just"
2768,"just, like, want, time, things"
2769,"time, really, just, people, things"
2770,"good, think, know, don, things"
2771,"going, really, like, talk, time"
2772,"want, time, think, things, talk"
2773,"lot, people, think, want, things"
2774,"think, say, good, don, time"
2775,"like, say, lot, don, just"
2776,"going, english, listening, like, things"
2777,"time, think, like, good, just"
2778,"time, want, think, things, talk"
2779,"lot, time, want, don, think"
2780,"really, think, time, want, things"
2781,"want, time, think, things, talk"
2782,"people, time, like, really, just"
2783,"people, lot, really, think, like"
2784,"think, want, time, things, talk"
2785,"lot, like, really, people, think"
2786,"really, people, like, want, things"
2787,"think, want, time, things, talk"
2788,"like, know, lot, don, think"
2789,"time, people, think, want, things"
2790,"people, don, think, like, things"
2791,"think, want, time, things, talk"
2792,"think, people, listening, english, don"
2793,"people, going, want, time, things"
2794,"want, time, think, things, talk"
2795,"people, things, right, know, like"
2796,"lot, people, want, time, things"
2797,"want, time, think, things, talk"
2798,"people, english, different, want, like"
2799,"going, things, people, want, think"
2800,"want, time, think, things, talk"
2801,"people, lot, time, know, don"
2802,"people, want, really, don, talk"
2803,"know, want, think, time, things"
2804,"like, english, different, going, know"
2805,"want, time, think, things, talk"
2806,"think, want, time, things, talk"
2807,"good, want, time, don, just"
2808,"lot, want, think, time, things"
2809,"going, think, like, good, say"
2810,"really, think, good, going, know"
2811,"think, don, lot, really, time"
2812,"don, want, like, time, going"
2813,"think, want, time, things, talk"
2814,"talk, going, think, want, things"
2815,"want, time, think, things, talk"
2816,"people, think, lot, don, say"
2817,"don, people, think, want, things"
2818,"want, time, think, things, talk"
2819,"things, different, like, know, lot"
2820,"want, time, think, things, talk"
2821,"don, think, like, want, things"
2822,"lot, don, think, like, things"
2823,"want, time, think, things, talk"
2824,"think, want, time, things, talk"
2825,"going, english, really, like, things"
2826,"think, really, things, don, different"
2827,"say, want, think, time, things"
2828,"people, think, time, want, things"
2829,"people, like, just, think, going"
2830,"really, think, don, good, lot"
2831,"like, want, think, time, things"
2832,"want, time, think, things, talk"
2833,"going, really, good, know, want"
2834,"english, different, going, want, things"
2835,"want, time, think, things, talk"
2836,"think, want, time, things, talk"
2837,"want, time, think, things, talk"
2838,"want, time, think, things, talk"
2839,"want, time, think, things, talk"
2840,"want, time, think, things, talk"
2841,"going, good, different, want, things"
2842,"want, time, think, things, talk"
2843,"going, lot, english, want, things"
2844,"want, time, think, things, talk"
2845,"lot, people, know, like, things"
2846,"think, time, people, want, things"
2847,"want, time, think, things, talk"
